App,Category,Rating,Installs,tipo,Price,Content_Rating,Genres,Last_Updated,Current_Ver,Android_Ver
88,1,4.6,1000000.0,0,0.0,0.0,4,14,3,8
89,1,4.6,100000.0,0,0.0,0.0,4,42,60,8
90,1,4.5,100000.0,0,0.0,0.0,4,60,61,5
91,1,3.7,1000000.0,0,0.0,0.0,4,11,62,0
92,1,4.6,1000000.0,0,0.0,0.0,4,32,3,0
93,1,4.6,1000000.0,0,0.0,0.0,4,32,63,0
94,1,4.6,1000000.0,0,0.0,0.0,4,58,64,0
95,1,4.0,500000.0,0,0.0,0.0,4,61,65,6
96,1,4.4,500000.0,0,0.0,0.0,4,19,22,0
97,1,4.0,100000.0,0,0.0,0.0,4,62,66,6
98,2,4.7,500000.0,0,0.0,0.0,5,32,67,10
99,2,4.9,1000000.0,0,0.0,0.0,5,63,68,5
100,2,4.7,100000.0,0,0.0,0.0,5,64,17,5
101,2,3.9,500000.0,0,0.0,0.0,5,20,69,0
102,2,3.9,1000000.0,0,0.0,0.0,5,65,3,8
103,2,4.2,500000.0,0,0.0,0.0,5,66,28,5
104,2,4.6,100000.0,0,0.0,0.0,5,67,70,0
105,2,4.3,1000000.0,0,0.0,0.0,5,42,27,6
106,2,4.7,50000.0,0,0.0,0.0,5,68,17,1
107,2,4.7,1000000.0,0,0.0,0.0,5,69,71,10
108,2,4.8,10000.0,0,0.0,0.0,5,13,31,0
109,2,4.2,1000000.0,0,0.0,0.0,5,70,3,8
110,2,4.3,100000.0,0,0.0,0.0,5,61,1,6
111,2,4.5,10000.0,0,0.0,0.0,5,43,23,6
112,2,4.1,50000.0,0,0.0,1.0,5,57,72,0
113,2,,100000.0,0,0.0,2.0,5,8,73,4
114,2,4.2,10000.0,0,0.0,0.0,5,71,74,0
115,2,4.5,10000.0,0,0.0,0.0,5,72,75,0
116,2,4.4,10000.0,0,0.0,0.0,5,73,76,0
117,2,4.0,10000000.0,0,0.0,0.0,5,74,3,8
118,2,4.1,500000.0,0,0.0,0.0,5,75,3,6
119,2,4.1,1000000.0,0,0.0,0.0,5,76,77,6
120,2,4.4,50000.0,0,0.0,0.0,5,77,0,0
121,2,4.6,10000.0,0,0.0,0.0,5,78,5,6
122,2,4.5,1000000.0,0,0.0,0.0,5,57,78,10
123,2,,50000.0,0,0.0,0.0,5,58,31,5
124,2,3.9,500000.0,0,0.0,0.0,5,20,27,0
125,2,4.4,500000.0,0,0.0,0.0,5,79,27,6
126,2,,100000.0,0,0.0,1.0,5,80,79,5
127,2,4.6,10000.0,0,0.0,0.0,5,81,20,5
128,2,3.8,5000.0,0,0.0,0.0,5,82,5,6
129,2,,10000.0,0,0.0,3.0,5,83,80,3
130,2,,10000.0,0,0.0,2.0,5,84,80,4
131,2,4.0,100000.0,0,0.0,0.0,5,75,4,0
132,2,4.3,5000.0,0,0.0,0.0,5,85,81,0
133,2,4.5,100000.0,0,0.0,3.0,5,86,82,12
134,2,,10000.0,0,0.0,3.0,5,87,37,4
135,2,4.1,10000.0,0,0.0,0.0,5,73,83,0
136,2,3.7,1000000.0,0,0.0,0.0,5,17,84,6
137,2,4.7,50000.0,0,0.0,0.0,5,88,5,0
138,2,4.2,10000.0,0,0.0,0.0,5,41,85,0
139,3,4.6,100000000.0,0,0.0,1.0,6,2,3,8
140,3,4.5,50000.0,0,0.0,0.0,6,14,86,2
141,3,4.6,100000.0,0,0.0,2.0,6,89,4,6
142,3,4.4,10000000.0,0,0.0,0.0,6,32,3,8
143,3,4.2,100000000.0,0,0.0,1.0,6,53,3,8
144,3,4.5,10000000.0,0,0.0,0.0,6,90,3,13
145,3,4.5,10000000.0,0,0.0,0.0,6,91,3,8
146,3,4.5,10000000.0,0,0.0,1.0,6,23,3,8
147,3,4.5,100000.0,0,0.0,0.0,6,55,29,5
148,3,4.4,1000000.0,0,0.0,1.0,6,15,87,6
149,3,4.5,10000000.0,0,0.0,0.0,6,92,3,8
150,3,4.6,500000.0,0,0.0,0.0,6,93,5,6
151,3,4.8,1000000.0,0,0.0,1.0,6,2,88,0
152,3,3.9,1000000000.0,0,0.0,1.0,6,14,3,8
153,3,4.6,5000000.0,0,0.0,0.0,6,94,89,3
154,3,4.2,100000.0,0,0.0,0.0,6,80,5,0
155,3,4.1,10000000.0,0,0.0,0.0,6,31,90,5
156,3,4.7,500000.0,0,0.0,0.0,6,59,91,0
157,3,4.2,10000000.0,0,0.0,1.0,6,41,3,8
158,3,4.3,1000000.0,0,0.0,0.0,6,36,92,5
159,3,3.3,1000000.0,0,0.0,0.0,6,30,15,5
160,3,4.6,500000.0,0,0.0,0.0,6,95,93,3
161,3,4.8,1000000.0,0,0.0,0.0,6,61,94,5
162,3,4.7,500000.0,0,0.0,0.0,6,23,3,8
163,3,,10000.0,0,0.0,0.0,6,96,5,3
164,3,4.1,5000000.0,0,0.0,0.0,6,97,95,6
165,3,4.6,100000.0,0,0.0,1.0,6,54,12,6
166,3,4.1,5000000.0,0,0.0,3.0,6,98,96,5
167,3,4.6,500000.0,0,0.0,0.0,6,99,80,0
168,3,4.7,1000000.0,0,0.0,0.0,6,4,97,4
169,3,4.5,500000.0,0,0.0,0.0,6,2,98,0
170,3,3.9,500000.0,0,0.0,3.0,6,100,58,14
171,3,4.4,1000000.0,0,0.0,0.0,6,31,70,2
172,3,4.3,5000000.0,0,0.0,0.0,6,11,3,8
173,3,4.2,10000000.0,0,0.0,0.0,6,101,99,15
174,3,4.5,100000.0,0,0.0,0.0,6,35,100,6
175,3,4.4,100000.0,0,0.0,0.0,6,41,23,0
176,3,3.4,100000.0,0,0.0,0.0,6,102,101,0
177,3,4.9,50000.0,0,0.0,0.0,6,80,80,4
178,3,4.6,500000.0,0,0.0,0.0,6,103,20,4
179,3,4.4,10000000.0,0,0.0,0.0,6,104,3,8
180,3,,50000.0,0,0.0,0.0,6,105,37,11
181,3,4.4,1000000.0,0,0.0,0.0,6,48,102,6
182,3,4.4,1000000.0,0,0.0,0.0,6,28,103,1
183,3,4.4,1000000.0,0,0.0,0.0,6,45,79,0
184,3,3.5,500000.0,0,0.0,0.0,6,106,104,9
185,3,,100000.0,0,0.0,0.0,6,107,4,16
186,3,4.4,10000000.0,0,0.0,2.0,6,19,105,1
187,4,4.1,10000000.0,0,0.0,0.0,7,17,3,8
188,4,4.3,50000000.0,0,0.0,0.0,7,108,3,8
189,4,4.4,10000000.0,0,0.0,0.0,7,14,3,8
190,4,4.3,5000000.0,0,0.0,0.0,7,80,106,10
191,4,4.3,1000000.0,0,0.0,0.0,7,109,3,8
192,4,4.1,50000000.0,0,0.0,0.0,7,12,3,8
193,4,4.4,5000000.0,0,0.0,0.0,7,57,107,2
194,4,4.3,100000000.0,0,0.0,0.0,7,32,108,5
195,4,3.9,1000000.0,0,0.0,0.0,7,7,109,0
196,4,4.8,1000000.0,0,0.0,0.0,7,28,110,10
197,4,4.5,500000.0,0,0.0,0.0,7,47,111,5
198,4,4.4,10000000.0,0,0.0,0.0,7,13,112,5
199,4,4.0,5000000.0,0,0.0,0.0,7,11,113,0
200,4,4.3,1000000.0,0,0.0,0.0,7,110,8,13
201,4,4.0,50000000.0,0,0.0,0.0,7,32,3,8
202,4,4.2,10000000.0,0,0.0,0.0,7,111,3,8
203,4,4.5,1000000.0,0,0.0,0.0,7,80,3,17
204,4,4.2,10000000.0,0,0.0,0.0,7,11,3,8
205,4,4.2,5000000.0,0,0.0,0.0,7,112,114,5
206,4,4.6,5000000.0,0,0.0,0.0,7,68,115,6
207,4,4.1,5000000.0,0,0.0,0.0,7,43,3,8
208,4,4.6,5000000.0,0,0.0,0.0,7,17,3,8
209,4,3.1,100000.0,0,0.0,0.0,7,113,116,9
210,4,3.9,1000000.0,0,0.0,0.0,7,44,117,5
211,4,4.3,1000000.0,0,0.0,0.0,7,17,3,8
212,4,4.1,1000000.0,0,0.0,0.0,7,114,118,5
213,4,4.4,10000000.0,0,0.0,0.0,7,36,119,6
214,4,4.1,5000000.0,0,0.0,0.0,7,3,3,8
215,4,4.1,1000000.0,0,0.0,0.0,7,2,120,5
216,4,4.5,5000000.0,0,0.0,0.0,7,32,121,6
217,4,4.4,100000.0,0,0.0,0.0,7,2,122,5
218,4,4.4,10000000.0,0,0.0,0.0,7,54,123,1
219,4,4.3,1000000.0,0,0.0,0.0,7,2,124,6
220,4,4.4,1000000.0,0,0.0,0.0,7,53,125,6
221,4,4.6,100000.0,0,0.0,0.0,7,3,20,0
222,4,4.2,5000000.0,0,0.0,0.0,7,115,3,0
223,4,4.4,1000000.0,0,0.0,0.0,7,116,126,9
224,4,4.7,100000.0,0,0.0,0.0,7,57,127,0
225,4,3.8,50000000.0,0,0.0,0.0,7,117,128,15
226,4,3.9,5000000.0,0,0.0,0.0,7,97,3,8
227,4,,100000.0,0,0.0,0.0,7,71,129,11
228,4,4.3,1000000.0,0,0.0,0.0,7,67,3,8
222,4,4.2,5000000.0,0,0.0,0.0,7,115,3,0
229,4,4.4,1000000.0,0,0.0,0.0,7,31,3,8
230,4,4.7,10000000.0,0,0.0,0.0,7,118,130,4
231,4,4.5,10000000.0,0,0.0,0.0,7,31,131,5
232,4,4.2,1000000.0,0,0.0,0.0,7,32,132,5
233,4,4.7,100000.0,1,4.99,0.0,7,119,133,6
234,4,4.8,100000.0,1,4.99,0.0,7,120,134,4
204,4,4.2,10000000.0,0,0.0,0.0,7,11,3,8
235,4,4.2,50000.0,0,0.0,0.0,7,105,87,5
236,4,4.3,5000000.0,0,0.0,0.0,7,17,135,0
193,4,4.4,5000000.0,0,0.0,0.0,7,57,107,2
237,4,4.4,5000000.0,0,0.0,0.0,7,32,3,8
238,4,4.1,100000.0,0,0.0,0.0,7,121,136,1
239,4,3.8,100000.0,0,0.0,0.0,7,20,137,10
240,4,4.3,1000000.0,0,0.0,0.0,7,96,138,5
241,4,3.8,500000.0,0,0.0,0.0,7,9,139,5
242,4,3.5,100000.0,0,0.0,0.0,7,17,3,8
243,4,4.1,500000.0,0,0.0,0.0,7,67,140,10
244,4,4.6,500000.0,0,0.0,0.0,7,36,141,0
245,4,4.3,1000000.0,0,0.0,0.0,7,43,142,10
246,4,4.5,1000000.0,0,0.0,0.0,7,122,143,2
247,4,4.1,1000000.0,0,0.0,0.0,7,11,144,6
248,4,4.5,100000.0,0,0.0,0.0,7,32,145,5
249,4,4.6,100000.0,0,0.0,0.0,7,32,145,5
250,4,4.0,1000000.0,0,0.0,0.0,7,52,146,2
251,4,4.2,1000000.0,0,0.0,0.0,7,2,147,5
252,4,4.4,10000000.0,0,0.0,0.0,7,36,148,17
213,4,4.4,10000000.0,0,0.0,0.0,7,36,119,6
253,4,4.0,100000.0,0,0.0,0.0,7,123,149,10
254,4,4.2,100000.0,0,0.0,0.0,7,32,150,2
255,4,4.2,5000000.0,0,0.0,0.0,7,31,3,8
256,4,4.1,50000.0,0,0.0,0.0,7,78,151,0
250,4,4.0,1000000.0,0,0.0,0.0,7,52,146,2
257,4,3.8,1000000.0,0,0.0,0.0,7,17,152,6
258,4,3.9,500000.0,0,0.0,0.0,7,98,153,10
259,4,3.9,10000000.0,0,0.0,0.0,7,32,3,8
204,4,4.2,10000000.0,0,0.0,0.0,7,11,3,8
235,4,4.2,50000.0,0,0.0,0.0,7,105,87,5
236,4,4.3,5000000.0,0,0.0,0.0,7,17,135,0
193,4,4.4,5000000.0,0,0.0,0.0,7,57,107,2
237,4,4.4,5000000.0,0,0.0,0.0,7,32,3,8
238,4,4.1,100000.0,0,0.0,0.0,7,121,136,1
239,4,3.8,100000.0,0,0.0,0.0,7,20,137,10
240,4,4.3,1000000.0,0,0.0,0.0,7,96,138,5
241,4,3.8,500000.0,0,0.0,0.0,7,9,139,5
242,4,3.5,100000.0,0,0.0,0.0,7,17,3,8
243,4,4.1,500000.0,0,0.0,0.0,7,67,140,10
244,4,4.6,500000.0,0,0.0,0.0,7,36,141,0
245,4,4.3,1000000.0,0,0.0,0.0,7,43,142,10
246,4,4.5,1000000.0,0,0.0,0.0,7,122,143,2
247,4,4.1,1000000.0,0,0.0,0.0,7,11,144,6
248,4,4.5,100000.0,0,0.0,0.0,7,32,145,5
249,4,4.6,100000.0,0,0.0,0.0,7,32,145,5
250,4,4.0,1000000.0,0,0.0,0.0,7,52,146,2
251,4,4.2,1000000.0,0,0.0,0.0,7,2,147,5
228,4,4.3,1000000.0,0,0.0,0.0,7,67,3,8
222,4,4.2,5000000.0,0,0.0,0.0,7,115,3,0
229,4,4.4,1000000.0,0,0.0,0.0,7,31,3,8
230,4,4.7,10000000.0,0,0.0,0.0,7,118,130,4
231,4,4.5,10000000.0,0,0.0,0.0,7,31,131,5
232,4,4.2,1000000.0,0,0.0,0.0,7,32,132,5
233,4,4.7,100000.0,1,4.99,0.0,7,119,133,6
234,4,4.8,100000.0,1,4.99,0.0,7,120,134,4
192,4,4.1,50000000.0,0,0.0,0.0,7,12,3,8
194,4,4.3,100000000.0,0,0.0,0.0,7,32,108,5
237,4,4.4,5000000.0,0,0.0,0.0,7,32,3,8
260,4,4.5,10000.0,0,0.0,0.0,7,67,154,10
240,4,4.3,1000000.0,0,0.0,0.0,7,96,138,5
261,5,4.5,10000000.0,0,0.0,1.0,8,11,3,8
262,5,4.6,500000.0,0,0.0,4.0,8,54,155,5
263,5,4.7,1000000.0,0,0.0,1.0,8,58,156,5
264,5,4.7,500000.0,0,0.0,0.0,8,124,157,0
265,5,4.8,50000.0,0,0.0,0.0,9,14,69,2
266,5,3.9,50000.0,0,0.0,3.0,8,2,21,5
267,5,4.1,50000.0,0,0.0,3.0,8,22,20,5
268,5,4.4,1000000.0,0,0.0,1.0,8,111,158,10
269,5,4.6,10000.0,0,0.0,1.0,8,9,5,6
270,5,4.5,10000.0,0,0.0,0.0,8,125,5,3
271,5,4.7,10000.0,0,0.0,0.0,8,58,70,0
272,5,4.4,10000.0,0,0.0,2.0,8,9,4,1
273,5,4.5,10000.0,0,0.0,0.0,8,28,37,0
274,5,3.9,100000.0,0,0.0,1.0,8,126,159,0
275,5,3.2,5000000.0,0,0.0,1.0,8,9,160,0
276,5,3.2,100000.0,0,0.0,3.0,8,91,5,0
277,5,4.1,1000000.0,0,0.0,3.0,8,127,161,0
278,5,4.5,100000.0,0,0.0,0.0,8,128,162,5
279,5,4.2,1000000.0,0,0.0,1.0,8,69,3,8
280,5,4.2,1000000.0,0,0.0,1.0,8,28,163,1
281,5,3.7,1000000.0,0,0.0,1.0,8,57,164,2
282,5,4.5,1000000.0,0,0.0,1.0,8,11,165,2
283,5,4.6,100000.0,0,0.0,0.0,8,129,28,6
284,5,4.5,5000000.0,0,0.0,0.0,8,130,3,8
285,5,,50000.0,0,0.0,0.0,8,9,166,1
286,5,4.7,100000.0,0,0.0,0.0,8,131,167,5
287,5,4.4,10000.0,0,0.0,1.0,8,75,5,5
288,5,3.5,10000.0,0,0.0,3.0,8,96,168,10
289,5,3.3,5000.0,0,0.0,1.0,8,57,9,0
290,5,4.5,500000.0,0,0.0,2.0,8,11,169,5
291,5,4.4,1000000.0,0,0.0,3.0,8,17,3,8
292,5,4.2,5000.0,0,0.0,0.0,8,35,31,6
293,5,5.0,1000.0,0,0.0,0.0,8,13,80,0
294,5,4.4,5000000.0,0,0.0,0.0,8,2,170,3
295,5,4.7,10000.0,0,0.0,1.0,8,103,171,0
296,5,4.4,50000.0,0,0.0,0.0,8,14,172,0
297,5,4.4,1000000.0,0,0.0,0.0,8,41,59,6
298,5,4.6,100000.0,0,0.0,0.0,8,32,173,2
299,6,4.0,1000000000.0,0,0.0,0.0,10,2,3,8
300,6,4.4,1000000000.0,0,0.0,0.0,10,14,3,8
301,6,4.3,10000000.0,0,0.0,1.0,10,15,174,5
302,6,4.3,1000000000.0,0,0.0,0.0,10,2,3,8
303,6,4.4,100000000.0,0,0.0,0.0,10,67,175,3
304,6,4.3,1000000000.0,0,0.0,0.0,10,32,3,8
305,6,4.0,1000000000.0,0,0.0,0.0,10,132,3,8
306,6,4.3,500000000.0,0,0.0,0.0,10,44,3,8
307,6,4.3,5000000.0,0,0.0,0.0,10,14,176,2
308,6,4.4,100000000.0,0,0.0,0.0,10,114,3,8
309,6,4.3,100000000.0,0,0.0,0.0,10,44,177,2
310,6,4.3,100000000.0,0,0.0,0.0,10,82,178,6
311,6,4.3,500000000.0,0,0.0,0.0,10,3,179,6
312,6,4.3,50000000.0,0,0.0,0.0,10,13,180,10
313,6,4.3,5000000.0,0,0.0,0.0,10,48,181,5
314,6,4.0,5000000.0,0,0.0,0.0,10,54,182,18
315,6,4.5,100000000.0,0,0.0,0.0,10,28,3,8
316,6,4.3,10000000.0,0,0.0,0.0,10,133,183,18
317,6,3.7,10000000.0,0,0.0,0.0,10,17,3,8
318,6,4.5,10000000.0,0,0.0,0.0,10,2,3,8
319,6,3.9,10000000.0,0,0.0,0.0,10,81,184,5
320,6,4.4,100000000.0,0,0.0,0.0,10,11,185,8
321,6,3.6,1000000.0,0,0.0,0.0,10,31,186,5
322,6,4.4,1000000.0,0,0.0,0.0,10,127,187,10
323,6,4.2,10000000.0,0,0.0,0.0,10,14,3,8
324,6,4.4,5000000.0,0,0.0,0.0,10,32,188,8
325,6,4.1,10000000.0,0,0.0,0.0,10,134,3,8
326,6,4.4,10000000.0,0,0.0,3.0,10,32,189,0
327,6,4.3,100000000.0,0,0.0,1.0,10,14,3,8
328,6,4.2,5000000.0,0,0.0,0.0,10,11,190,0
329,6,4.2,100000000.0,0,0.0,0.0,10,11,3,8
330,6,4.4,100000000.0,0,0.0,1.0,10,44,191,6
331,6,4.4,10000000.0,0,0.0,0.0,10,17,192,0
332,6,3.9,1000000.0,0,0.0,0.0,10,97,193,10
333,6,4.2,100000000.0,0,0.0,0.0,10,2,3,8
334,6,4.4,100000000.0,0,0.0,3.0,10,53,3,8
335,6,4.6,500000000.0,0,0.0,0.0,10,11,194,2
336,6,4.3,10000000.0,0,0.0,0.0,10,111,195,5
337,6,4.3,1000000.0,0,0.0,0.0,10,54,3,8
338,6,4.4,100000.0,0,0.0,0.0,10,52,29,5
339,6,3.7,10000000.0,0,0.0,0.0,10,135,3,8
340,6,4.3,10000000.0,0,0.0,0.0,10,67,3,8
341,6,3.9,10000000.0,0,0.0,1.0,10,136,196,0
342,6,4.5,500000000.0,0,0.0,1.0,10,32,197,6
343,6,3.7,5000000.0,0,0.0,0.0,10,13,198,17
344,6,4.3,5000000.0,0,0.0,0.0,10,48,199,2
300,6,4.4,1000000000.0,0,0.0,0.0,10,14,3,8
299,6,4.0,1000000000.0,0,0.0,0.0,10,2,3,8
311,6,4.3,500000000.0,0,0.0,0.0,10,3,179,6
345,6,4.0,10000000.0,0,0.0,0.0,10,137,200,0
306,6,4.3,500000000.0,0,0.0,0.0,10,44,3,8
305,6,4.0,1000000000.0,0,0.0,0.0,10,132,3,8
346,6,4.1,10000000.0,0,0.0,0.0,10,44,201,1
347,6,4.2,5000000.0,0,0.0,0.0,10,138,202,6
348,6,4.2,50000000.0,0,0.0,0.0,10,28,203,2
329,6,4.2,100000000.0,0,0.0,0.0,10,11,3,8
349,6,4.1,1000000000.0,0,0.0,0.0,10,14,3,8
334,6,4.4,100000000.0,0,0.0,3.0,10,53,3,8
327,6,4.3,100000000.0,0,0.0,1.0,10,14,3,8
323,6,4.2,10000000.0,0,0.0,0.0,10,14,3,8
350,6,4.4,100000000.0,0,0.0,0.0,10,2,204,6
333,6,4.2,100000000.0,0,0.0,0.0,10,2,3,8
351,6,4.1,1000000.0,0,0.0,0.0,10,32,205,3
352,6,4.3,10000000.0,0,0.0,0.0,10,43,206,3
353,6,4.3,10000000.0,0,0.0,0.0,10,45,3,8
354,6,4.5,10000000.0,0,0.0,0.0,10,57,207,0
355,6,4.3,10000000.0,0,0.0,0.0,10,139,3,5
356,6,4.2,10000000.0,0,0.0,0.0,10,78,3,8
357,6,4.2,500000000.0,0,0.0,0.0,10,43,3,8
358,6,4.5,10000000.0,0,0.0,0.0,10,9,3,8
359,6,4.3,1000000.0,0,0.0,0.0,10,17,208,0
360,6,4.3,100000000.0,0,0.0,0.0,10,32,3,0
361,6,4.3,100000000.0,0,0.0,0.0,10,14,3,8
322,6,4.4,1000000.0,0,0.0,0.0,10,127,187,10
362,6,4.2,1000000.0,0,0.0,0.0,10,14,209,6
355,6,4.3,10000000.0,0,0.0,0.0,10,139,3,5
302,6,4.3,1000000000.0,0,0.0,0.0,10,2,3,8
308,6,4.4,100000000.0,0,0.0,0.0,10,114,3,8
363,6,4.6,50000000.0,0,0.0,0.0,10,11,210,6
336,6,4.3,10000000.0,0,0.0,0.0,10,111,195,5
320,6,4.4,100000000.0,0,0.0,0.0,10,11,185,8
364,6,4.2,1000000.0,0,0.0,0.0,10,140,201,3
315,6,4.5,100000000.0,0,0.0,0.0,10,28,3,8
365,6,4.5,50000000.0,0,0.0,0.0,10,81,3,8
330,6,4.4,100000000.0,0,0.0,1.0,10,44,191,6
342,6,4.5,500000000.0,0,0.0,1.0,10,32,197,6
366,6,4.1,1000000.0,0,0.0,0.0,10,19,211,0
367,6,4.2,1000000.0,0,0.0,0.0,10,27,3,8
368,6,4.1,1000000.0,0,0.0,0.0,10,4,212,6
369,6,4.3,10000000.0,0,0.0,0.0,10,141,213,6
370,6,4.1,500000.0,0,0.0,0.0,10,142,214,6
371,6,4.2,500000.0,0,0.0,0.0,10,143,80,4
372,6,4.0,100000.0,1,3.99,0.0,10,130,195,5
373,6,4.2,10000000.0,0,0.0,0.0,10,11,215,0
374,6,4.2,10000000.0,0,0.0,0.0,10,144,216,14
347,6,4.2,5000000.0,0,0.0,0.0,10,138,202,6
306,6,4.3,500000000.0,0,0.0,0.0,10,44,3,8
375,6,4.3,1000000.0,0,0.0,0.0,10,121,217,6
376,6,4.4,1000000.0,0,0.0,0.0,10,145,218,6
377,6,4.2,5000000.0,0,0.0,0.0,10,64,219,0
378,6,4.4,10000000.0,0,0.0,3.0,10,67,220,10
206,6,4.1,1000000.0,0,0.0,0.0,10,43,221,0
379,6,4.2,10000000.0,0,0.0,3.0,10,96,222,10
380,6,4.8,1000000.0,0,0.0,0.0,10,43,223,6
